id	comment	label
51	다른 사람들 후기보고 왔는데, 솔직히 그냥 그래요.	0
52	분위기는 좋은데 가격이 너무 비싸네. ㅠㅠ	0
53	왜 사람들이 여기를 좋아하는지 모르겠네요. 다신 안 올 듯.	0
54	가격이 좀 있지만 그만큼 음식이 퀄리티 있어요. 추천!	0
55	직원이 실수로 주문을 잘못 받았는데, 사과도 없고... ㅁㅊ	0
56	이 가격에 이런 맛, 진짜 ㄹㅇ 가성비 갑입니다.	0
57	음식은 괜찮았는데 직원 태도가 좀...😡	0
58	왜 이렇게 평이 좋은지 모르겠네요. 그냥 보통?	0
59	음식이 식어서 나와서 좀 실망이었어요.	0
60	다른 가게하고는 비교도 안 되는 맛!! 😋👍	0
61	흠.. 다들 맛있다고 해서 왔는데 나는 그냥 그랬어요.	0
62	메뉴 설명을 너무 부실하게 해서 잘못 주문한 것 같아요.	0
63	음식은 진짜 맛나, 근데 가격이 좀 ㅠㅠ	0
64	왜 이렇게 평이 좋은지 모르겠음.. 나에겐 그냥 그랬어.	0
65	식당 분위기가 너무 시끄러워서 대화하기 힘들었어요.	0
66	음식이 너무 짜서 물만 계속 마셨네요...	0
67	이런 맛을 찾아 헤맸는데, 드디어 찾은 느낌이에요!	0
68	소스와 재료의 조화가 너무 완벽해요. 천재적인 조합!	0
69	직원 태도진짜불쾌함.. 다시는안올거에요.	0
70	황홀한 맛의 디저트였어요. 여기 팥빙수 강추!	0
71	직원들이 너무 바빠서 주문도 제대로 못 들어줘요.	0
72	직원분이 계산할때 잘못해서 더 내라고 함. 나중에 환불해줬지만 기분이 좀 그랬어	0
73	음료가 너무 진해서 물을 따로 달라고 했어요.	0
74	분위기 좋고 직원들도 친절한데 음식 맛이 좀...?	0
75	전체적으로는 좋은데 소리가 너무 크게 나와서 대화하기 힘들었어요.	0
76	주방에서 뭔가 큰 소리가 나서 좀 놀랐어요. 조금 무서웠습니다.	0
77	이렇게 맛있는 집 처음이에요ㅠㅠ ❤️👍	0
78	가격대비 양이너무적어요; 피자는맛있었는데	0
79	서비스가 좋긴한데 음식이 나에게는 안 맞았어.	0
80	어머니랑 와서 먹었는데 둘 다 만족했어요!	0
81	음식이 너무 짜서 다른 음식점이랑 비교했을 때 별로였어요.	0
82	정말 전통의 맛을 잘 지키는 곳이에요. 추억의 맛.	0
83	실내 온도가 너무 높아서 더웠어요. 에어컨 좀 틀어주세요.	0
84	다른 지점보다 서비스가 좋아요. 여기 직원들이 친절해요.	0
85	음식점 위치가 좀 애매해서 찾기 힘들었어요.	0
86	완전 대박...! 이런 맛은 처음이야 ㅋㅋ	0
87	음식이 맛있긴한데 가격대비 양이 너무 적어서 별로였음.	0
88	다른 지점보다 서비스가 좋아요. 여기 직원들이 친절해요.	0
89	음식은 괜찮았는데 뒷편에서 뭔가 큰소리가 나서 식사하는데 불편했어요.	0
90	메뉴판에 있는 사진과 너무 다르게 나와서 기분이 안 좋았습니다.	0
91	음식 나오는 데 너무 오래 걸려서 기다리기 지루했어요.	0
92	너무나도 맛있었어요. 이전에 갔던 다른 곳과는 비교도 안 됩니다!	0
93	친구 추천으로 왔는데, 후회 없는 선택이었어요.	0
94	여기 진짜 맛집이네요! 서비스도 좋아요.	0
95	예약했는데도 기다리게 해서 기분이 좋진 않았어요.	0
96	가성비 최고! 이 가격에 이런 맛은 정말 만족스러워요.	0
97	와... 여기김치... 말도안됨... ㅁㅊ...	0
98	주문한 지 40분 넘게 기다려서 음식 나왔네요...	0
99	아이들이랑 왔는데, 키즈 메뉴도 생각보다 맛있었어요!	0
100	오랜만에 외식을 했는데, 이런 결과를 보게 될 줄은 몰랐네요. 음식도 별로고, 서비스도 매우 불친절했습니다. 다시는 오고 싶지 않아요.	0
